# u v peso
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
5 2 12
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
4 3 7.5
